'Elapsed time','ECG I'
'hh:mm:ss.mmm','mV'
'0:00.000',-0.345
'0:00.002',-0.370
'0:00.004',-0.410
'0:00.006',-0.515
'0:00.008',-0.570
'0:00.010',-0.620
'0:00.012',-0.580
'0:00.014',-0.535
'0:00.016',-0.445
'0:00.018',-0.335
'0:00.020',-0.340
'0:00.022',-0.365
'0:00.024',-0.410
'0:00.026',-0.500
'0:00.028',-0.605
'0:00.030',-0.630
'0:00.032',-0.555
'0:00.034',-0.520
'0:00.036',-0.445
'0:00.038',-0.405
'0:00.040',-0.340
'0:00.042',-0.395
'0:00.044',-0.420
'0:00.046',-0.485
'0:00.048',-0.610
'0:00.050',-0.610
'0:00.052',-0.595
'0:00.054',-0.530
'0:00.056',-0.445
'0:00.058',-0.385
'0:00.060',-0.345
'0:00.062',-0.395
'0:00.064',-0.460
'0:00.066',-0.535
'0:00.068',-0.610
'0:00.070',-0.605
'0:00.072',-0.595
'0:00.074',-0.530
'0:00.076',-0.415
'0:00.078',-0.345
'0:00.080',-0.415
'0:00.082',-0.420
'0:00.084',-0.460
'0:00.086',-0.540
'0:00.088',-0.630
'0:00.090',-0.625
'0:00.092',-0.580
'0:00.094',-0.560
'0:00.096',-0.445
'0:00.098',-0.410
'0:00.100',-0.375
'0:00.102',-0.390
'0:00.104',-0.430
'0:00.106',-0.580
'0:00.108',-0.680
'0:00.110',-0.625
'0:00.112',-0.585
'0:00.114',-0.530
'0:00.116',-0.460
'0:00.118',-0.415
'0:00.120',-0.430
'0:00.122',-0.435
'0:00.124',-0.460
'0:00.126',-0.590
'0:00.128',-0.660
'0:00.130',-0.645
'0:00.132',-0.625
'0:00.134',-0.555
'0:00.136',-0.455
'0:00.138',-0.385
'0:00.140',-0.410
'0:00.142',-0.425
'0:00.144',-0.500
'0:00.146',-0.615
'0:00.148',-0.665
'0:00.150',-0.650
'0:00.152',-0.610
'0:00.154',-0.525
'0:00.156',-0.440
'0:00.158',-0.420
'0:00.160',-0.420
'0:00.162',-0.445
'0:00.164',-0.495
'0:00.166',-0.605
'0:00.168',-0.680
'0:00.170',-0.680
'0:00.172',-0.620
'0:00.174',-0.530
'0:00.176',-0.445
'0:00.178',-0.405
'0:00.180',-0.410
'0:00.182',-0.470
'0:00.184',-0.550
'0:00.186',-0.610
'0:00.188',-0.670
'0:00.190',-0.660
'0:00.192',-0.620
'0:00.194',-0.500
'0:00.196',-0.440
'0:00.198',-0.410
'0:00.200',-0.420
'0:00.202',-0.465
'0:00.204',-0.520
'0:00.206',-0.625
'0:00.208',-0.670
'0:00.210',-0.640
'0:00.212',-0.595
'0:00.214',-0.555
'0:00.216',-0.415
'0:00.218',-0.410
'0:00.220',-0.455
'0:00.222',-0.485
'0:00.224',-0.560
'0:00.226',-0.640
'0:00.228',-0.685
'0:00.230',-0.690
'0:00.232',-0.630
'0:00.234',-0.530
'0:00.236',-0.445
'0:00.238',-0.405
'0:00.240',-0.420
'0:00.242',-0.440
'0:00.244',-0.570
'0:00.246',-0.640
'0:00.248',-0.670
'0:00.250',-0.685
'0:00.252',-0.600
'0:00.254',-0.540
'0:00.256',-0.425
'0:00.258',-0.400
'0:00.260',-0.430
'0:00.262',-0.480
'0:00.264',-0.575
'0:00.266',-0.640
'0:00.268',-0.665
'0:00.270',-0.665
'0:00.272',-0.610
'0:00.274',-0.570
'0:00.276',-0.460
'0:00.278',-0.415
'0:00.280',-0.430
'0:00.282',-0.485
'0:00.284',-0.545
'0:00.286',-0.640
'0:00.288',-0.680
'0:00.290',-0.675
'0:00.292',-0.635
'0:00.294',-0.535
'0:00.296',-0.440
'0:00.298',-0.405
'0:00.300',-0.470
'0:00.302',-0.525
'0:00.304',-0.545
'0:00.306',-0.650
'0:00.308',-0.710
'0:00.310',-0.665
'0:00.312',-0.580
'0:00.314',-0.480
'0:00.316',-0.490
'0:00.318',-0.440
'0:00.320',-0.450
'0:00.322',-0.475
'0:00.324',-0.560
'0:00.326',-0.680
'0:00.328',-0.720
'0:00.330',-0.600
'0:00.332',-0.605
'0:00.334',-0.520
'0:00.336',-0.435
'0:00.338',-0.450
'0:00.340',-0.455
'0:00.342',-0.485
'0:00.344',-0.590
'0:00.346',-0.680
'0:00.348',-0.680
'0:00.350',-0.635
'0:00.352',-0.620
'0:00.354',-0.475
'0:00.356',-0.445
'0:00.358',-0.430
'0:00.360',-0.480
'0:00.362',-0.500
'0:00.364',-0.600
'0:00.366',-0.650
'0:00.368',-0.645
'0:00.370',-0.635
'0:00.372',-0.595
'0:00.374',-0.495
'0:00.376',-0.400
'0:00.378',-0.370
'0:00.380',-0.430
'0:00.382',-0.505
'0:00.384',-0.595
'0:00.386',-0.635
'0:00.388',-0.605
'0:00.390',-0.565
'0:00.392',-0.520
'0:00.394',-0.440
'0:00.396',-0.385
'0:00.398',-0.395
'0:00.400',-0.365
'0:00.402',-0.455
'0:00.404',-0.575
'0:00.406',-0.585
'0:00.408',-0.620
'0:00.410',-0.580
'0:00.412',-0.535
'0:00.414',-0.450
'0:00.416',-0.420
'0:00.418',-0.365
'0:00.420',-0.355
'0:00.422',-0.430
'0:00.424',-0.560
'0:00.426',-0.635
'0:00.428',-0.635
'0:00.430',-0.610
'0:00.432',-0.560
'0:00.434',-0.520
'0:00.436',-0.480
'0:00.438',-0.415
'0:00.440',-0.465
'0:00.442',-0.540
'0:00.444',-0.670
'0:00.446',-0.705
'0:00.448',-0.685
'0:00.450',-0.575
'0:00.452',-0.585
'0:00.454',-0.505
'0:00.456',-0.440
'0:00.458',-0.460
'0:00.460',-0.490
'0:00.462',-0.575
'0:00.464',-0.675
'0:00.466',-0.740
'0:00.468',-0.680
'0:00.470',-0.645
'0:00.472',-0.625
'0:00.474',-0.500
'0:00.476',-0.450
'0:00.478',-0.450
'0:00.480',-0.525
'0:00.482',-0.610
'0:00.484',-0.710
'0:00.486',-0.685
'0:00.488',-0.690
'0:00.490',-0.655
'0:00.492',-0.590
'0:00.494',-0.520
'0:00.496',-0.465
'0:00.498',-0.475
'0:00.500',-0.510
'0:00.502',-0.560
'0:00.504',-0.670
'0:00.506',-0.735
'0:00.508',-0.720
'0:00.510',-0.665
'0:00.512',-0.590
'0:00.514',-0.540
'0:00.516',-0.500
'0:00.518',-0.440
'0:00.520',-0.475
'0:00.522',-0.600
'0:00.524',-0.675
'0:00.526',-0.710
'0:00.528',-0.655
'0:00.530',-0.565
'0:00.532',-0.435
'0:00.534',-0.305
'0:00.536',-0.200
'0:00.538',-0.150
'0:00.540',-0.155
'0:00.542',-0.175
'0:00.544',-0.140
'0:00.546',-0.160
'0:00.548',-0.165
'0:00.550',-0.180
'0:00.552',-0.170
'0:00.554',-0.190
'0:00.556',-0.250
'0:00.558',-0.365
'0:00.560',-0.460
'0:00.562',-0.645
'0:00.564',-0.805
'0:00.566',-0.905
'0:00.568',-0.925
'0:00.570',-0.835
'0:00.572',-0.760
'0:00.574',-0.685
'0:00.576',-0.665
'0:00.578',-0.715
'0:00.580',-0.735
'0:00.582',-0.735
'0:00.584',-0.820
'0:00.586',-0.825
'0:00.588',-0.790
'0:00.590',-0.765
'0:00.592',-0.605
'0:00.594',-0.490
'0:00.596',-0.465
'0:00.598',-0.525
'0:00.600',-0.570
'0:00.602',-0.665
'0:00.604',-0.690
'0:00.606',-0.730
'0:00.608',-0.675
'0:00.610',-0.660
'0:00.612',-0.540
'0:00.614',-0.495
'0:00.616',-0.485
'0:00.618',-0.470
'0:00.620',-0.535
'0:00.622',-0.625
'0:00.624',-0.715
'0:00.626',-0.740
'0:00.628',-0.685
'0:00.630',-0.670
'0:00.632',-0.540
'0:00.634',-0.470
'0:00.636',-0.485
'0:00.638',-0.465
'0:00.640',-0.510
'0:00.642',-0.615
'0:00.644',-0.705
'0:00.646',-0.705
'0:00.648',-0.680
'0:00.650',-0.635
'0:00.652',-0.515
'0:00.654',-0.480
'0:00.656',-0.475
'0:00.658',-0.495
'0:00.660',-0.530
'0:00.662',-0.670
'0:00.664',-0.735
'0:00.666',-0.705
'0:00.668',-0.680
'0:00.670',-0.620
'0:00.672',-0.495
'0:00.674',-0.465
'0:00.676',-0.450
'0:00.678',-0.460
'0:00.680',-0.515
'0:00.682',-0.635
'0:00.684',-0.725
'0:00.686',-0.725
'0:00.688',-0.650
'0:00.690',-0.605
'0:00.692',-0.500
'0:00.694',-0.435
'0:00.696',-0.440
'0:00.698',-0.475
'0:00.700',-0.565
'0:00.702',-0.630
'0:00.704',-0.665
'0:00.706',-0.695
'0:00.708',-0.645
'0:00.710',-0.585
'0:00.712',-0.460
'0:00.714',-0.385
'0:00.716',-0.395
'0:00.718',-0.460
'0:00.720',-0.495
'0:00.722',-0.590
'0:00.724',-0.695
'0:00.726',-0.610
'0:00.728',-0.590
'0:00.730',-0.535
'0:00.732',-0.385
'0:00.734',-0.360
'0:00.736',-0.360
'0:00.738',-0.395
'0:00.740',-0.445
'0:00.742',-0.550
'0:00.744',-0.620
'0:00.746',-0.635
'0:00.748',-0.545
'0:00.750',-0.430
'0:00.752',-0.345
'0:00.754',-0.280
'0:00.756',-0.300
'0:00.758',-0.355
'0:00.760',-0.440
'0:00.762',-0.480
'0:00.764',-0.495
'0:00.766',-0.465
'0:00.768',-0.475
'0:00.770',-0.395
'0:00.772',-0.260
'0:00.774',-0.230
'0:00.776',-0.300
'0:00.778',-0.325
'0:00.780',-0.325
'0:00.782',-0.440
'0:00.784',-0.500
'0:00.786',-0.495
'0:00.788',-0.395
'0:00.790',-0.335
'0:00.792',-0.265
'0:00.794',-0.230
'0:00.796',-0.240
'0:00.798',-0.265
'0:00.800',-0.340
'0:00.802',-0.445
'0:00.804',-0.460
'0:00.806',-0.435
'0:00.808',-0.420
'0:00.810',-0.360
'0:00.812',-0.265
'0:00.814',-0.245
'0:00.816',-0.280
'0:00.818',-0.295
'0:00.820',-0.405
'0:00.822',-0.525
'0:00.824',-0.560
'0:00.826',-0.535
'0:00.828',-0.505
'0:00.830',-0.445
'0:00.832',-0.385
'0:00.834',-0.350
'0:00.836',-0.380
'0:00.838',-0.445
'0:00.840',-0.545
'0:00.842',-0.620
'0:00.844',-0.665
'0:00.846',-0.655
'0:00.848',-0.615
'0:00.850',-0.550
'0:00.852',-0.475
'0:00.854',-0.470
'0:00.856',-0.495
'0:00.858',-0.535
'0:00.860',-0.620
'0:00.862',-0.730
'0:00.864',-0.770
'0:00.866',-0.755
'0:00.868',-0.675
'0:00.870',-0.585
